@relation 'resume_p2final-weka.filters.unsupervised.attribute.NumericToNominal-R1,3,5,6,7,9,10-weka.filters.unsupervised.attribute.Remove-R1,3,5,6,7,9,10-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.Remove-R4'

@attribute salary_last numeric
@attribute workmonth numeric
@attribute salary_exp numeric

@data
4001,63,8001
8001,50,10001
6001,55,8001
10001,29,15000
4001,39,6001
4001,66,6001
2001,27,4001
4001,27,6001
4001,12,6001
4001,25,6001
4001,202,8001
4001,51,6001
4001,35,6001
4001,25,8001
2001,8,4001
4001,52,6001
10001,43,15000
8001,32,10001
4001,7,8000
4001,51,10001
2001,15,4001
2001,5,8001
6001,38,10001
4001,28,6000
8001,81,10001
6001,29,8001
6001,108,10001
4001,17,8001
6001,40,10001
4001,44,6001
6001,18,8001
2001,32,8001
6001,118,8001
4001,20,6001
4001,11,10001
2001,3,4500
4001,58,8000
6001,77,8000
4001,42,4500
4001,38,4500
2001,5,4001
2001,63,8001
8001,108,10001
6001,71,15000
10001,76,15000
10001,230,15000
4001,44,8001
6001,51,8001
10001,91,18000
10001,55,15000
8001,49,10001
10001,167,15000
4001,24,6001
8001,66,10001
4001,49,6001
4001,49,6001
4001,1,6001
2001,70,4001
6001,32,8001
6001,24,8001
6001,87,8001
4001,17,6001
2001,38,4001
6001,46,8001
2001,7,4500
4001,48,6000
6001,18,8001
6001,78,10001
6001,27,8001
10001,97,15000
2001,10,4001
10001,38,15000
4001,13,6001
2001,42,4001
8001,85,10001
2001,9,4001
4001,19,6001
2001,30,4001
8001,99,10001
2001,26,4001
4001,39,6001
8001,58,10001
8001,84,10001
4001,50,6001
10001,58,15000
2001,32,6000
2001,24,6000
8001,79,10001
4001,29,8001
8001,38,10001
4001,45,8001
6001,18,8000
2001,73,4001
6001,51,8001
8001,80,10001
4001,97,8001
10001,110,15000
4001,77,8001
6001,24,8001
10001,84,15000
8001,75,10001
4001,60,8001
2001,41,4001
4001,23,6001
2001,39,3000
6001,72,10000
8001,64,10001
10001,61,15000
2001,2,4001
2001,13,4001
8001,47,10001
8001,256,10001
8001,213,10000
4001,67,4500
2001,18,4500
10001,123,15000
4001,50,8000
2001,27,4001
4001,87,6001
2001,16,4001
4001,53,6001
4001,63,6001
10001,81,15000
2001,193,6001
6001,42,8001
2001,38,4500
6001,34,8001
8001,50,10000
6001,23,8001
2001,20,4001
4001,29,4500
2001,78,4001
6001,118,8001
2001,3,3000
2001,29,6001
6001,39,7000
6001,24,8001
10001,51,15000
2001,27,4001
6001,25,10001
2001,4,4001
2001,48,4001
4001,17,6001
4001,46,6001
2001,32,4001
4001,17,8000
4001,94,6001
6001,28,8001
4001,55,6000
6001,41,8001
4001,37,6000
2001,54,4001
4001,272,8000
4001,24,6001
4001,25,6000
6001,6,8001
2001,11,4001
2001,51,3000
4001,73,6000
2001,12,3000
4001,39,6000
2001,74,3000
8001,54,10000
4001,14,4500
4001,13,6000
6001,59,8000
4001,22,8001
4001,31,6001
4001,110,6001
4001,75,6001
4001,40,6001
4001,101,6001
6001,67,8001
4001,44,6001
2001,38,3000
2001,32,4001
2001,40,4001
6001,79,8001
4001,19,4500
2001,8,3000
2001,19,3000
4001,17,8000
4001,53,6001
2001,12,3000
6001,49,10001
2001,20,4001
4001,16,4500
4001,25,6000
4001,48,6001
4001,42,6001
6001,51,8001
6001,31,10001
2001,10,4001
8001,46,10001
2001,51,4001
8001,30,10001
4001,30,8001
4001,21,6001
4001,18,4500
4001,14,6001
8001,51,10001
2001,11,4500
4001,23,6001
4001,18,6000
6001,78,8001
6001,23,8001
2001,17,4001
2001,7,4001
2001,64,3000
4001,53,6000
2001,20,3000
4001,17,6001
2001,10,3000
2001,251,4500
4001,161,10001
2001,36,4001
6001,27,10000
6001,50,8001
6001,27,8001
6001,41,10001
2001,14,4001
6001,31,8001
10001,149,15000
4001,29,6001
10001,86,15000
6001,61,8001
4001,9,6001
10001,43,15000
8001,146,10001
4001,2,6001
6001,52,10001
10001,39,15000
8001,37,10001
4001,12,6001
8001,52,15000
2001,21,4001
8001,122,10001
10001,119,15000
6001,10,8001
6001,25,8001
10001,146,15000
10001,73,15000
4001,46,6000
6001,51,8001
10001,40,15000
8001,53,15000
8001,137,10001
4001,114,6001
8001,56,10001
4001,4,6001
4001,54,6001
6001,84,8001
6001,23,8001
4001,31,6001
6001,33,10001
6001,101,10001
8001,52,10001
2001,2,4001
6001,109,8001
4001,63,8001
10001,133,15000
6001,42,8001
8001,71,10001
8001,49,10001
10001,55,15000
8001,62,15000
8001,54,10001
2001,5,4001
6001,62,8001
4001,17,6000
8001,48,15000
10001,133,15000
10001,120,15000
10001,90,15000
8001,52,10001
6001,39,8001
4001,353,6000
10001,8,15000
6001,56,10001
4001,39,6001
8001,61,10001
4001,208,10001
6001,126,8001
6001,35,8001
10001,131,15000
10001,135,15000
4001,51,6001
4001,61,6001
2001,7,4001
6001,53,8000
6001,40,8001
6001,85,8001
4001,59,8001
4001,64,10001
8001,95,10001
4001,13,6001
8001,26,10001
4001,59,15000
10001,47,15000
6001,21,8001
2001,28,4001
2001,45,4001
10001,76,15000
2001,17,4001
2001,31,6001
4001,38,6001
10001,46,15000
4001,37,4500
4001,43,6001
4001,39,10001
6001,57,10001
6001,169,8001
2001,9,4001
4001,52,6001
6001,51,10001
4001,16,8001
6001,39,8001
10001,27,15000
4001,20,8001
8001,53,10001
8001,38,10001
6001,75,8001
2001,20,4001
8001,87,10001
4001,38,6000
8001,105,15000
8001,183,15000
8001,198,10001
4001,80,8000
8001,300,10001
8001,49,10001
8001,60,10001
4001,40,8001
4001,23,10001
8001,50,10001
8001,51,10001
2001,16,4001
4001,26,6001
4001,49,6001
4001,46,6001
4001,63,10001
4001,50,4500
6001,31,8001
8001,34,10001
4001,10,6001
6001,40,8001
6001,51,10001
10001,87,15000
6001,24,8001
8001,18,15000
6001,23,10001
8001,80,10001
10001,75,15000
2001,34,4001
6001,87,7000
6001,39,8001
6001,42,8001
2001,10,4500
4001,30,6001
2001,25,4001
10001,66,15000
10001,66,15000
4001,39,6001
8001,17,10001
6001,55,8001
4001,63,8001
4001,28,6001
8001,87,10001
4001,11,6001
6001,43,8001
6001,51,10001
4001,65,6001
8001,78,10001
4001,120,6001
2001,31,8001
8001,80,15000
8001,88,10001
10001,115,15000
8001,67,10001
4001,41,4500
10001,183,15000
10001,74,15000
6001,42,10001
6001,35,8001
6001,64,8001
6001,20,8001
6001,94,8001
8001,101,10001
4001,36,6001
6001,68,8001
6001,21,10001
6001,27,8001
2001,11,4001
6001,62,10001
4001,31,6001
4001,22,8001
4001,60,10001
6001,29,10001
4001,13,6001
6001,41,8001
6001,88,8001
6001,31,10001
10001,39,15000
6001,38,8001
2001,16,6001
6001,117,8001
4001,17,6001
6001,19,8001
8001,121,15000
6001,49,8000
10001,51,15000
8001,45,10001
8001,49,10001
6001,42,10001
4001,50,8001
2001,9,4001
6001,34,10001
2001,2,4001
8001,63,10001
6001,49,10001
8001,75,10001
4001,65,8001
6001,84,8001
8001,73,10001
10001,57,15000
6001,49,10001
6001,89,8001
6001,148,8001
8001,51,10001
4001,9,6001
6001,66,8001
6001,8,8001
10001,93,15000
8001,45,10001
6001,53,8001
8001,121,10001
6001,59,8001
8001,55,10001
4001,52,6001
8001,63,10001
8001,51,10001
6001,86,8001
10001,120,15000
6001,6,10001
2001,10,4001
2001,6,6001
4001,95,6001
8001,71,10001
4001,31,6001
4001,104,6001
6001,70,8001
6001,56,10001
2001,5,6001
8001,111,10001
6001,30,8001
4001,53,6001
2001,25,6001
8001,62,10001
8001,46,10001
8001,39,10001
4001,109,15000
8001,52,10001
4001,46,6001
2001,26,4001
10001,73,15000
10001,70,15000
2001,4,6001
8001,38,10001
6001,43,10001
4001,16,6001
10001,44,15000
10001,169,15000
6001,13,8001
6001,38,8001
6001,63,8001
10001,60,15000
8001,29,10001
4001,67,6001
4001,72,6001
4001,12,6001
6001,59,10001
6001,20,8001
4001,31,8000
6001,17,10001
8001,64,10001
8001,44,10001
10001,64,15000
8001,39,10001
8001,27,10001
8001,76,10001
4001,45,6001
10001,50,15000
6001,52,10001
2001,30,4001
2001,73,4001
8001,63,10001
6001,34,8001
6001,51,10001
10001,101,15000
6001,75,8001
10001,59,15000
4001,104,8001
4001,71,8001
4001,73,6001
4001,44,6001
4001,21,8001
6001,45,10001
6001,39,10001
10001,66,15000
2001,77,4001
4001,55,8001
8001,53,10001
4001,39,6001
6001,10,8001
2001,3,4001
4001,56,8001
2001,3,3000
8001,72,10001
4001,38,6001
4001,62,6001
4001,42,6000
4001,12,6001
4001,30,8001
4001,61,6001
10001,67,15000
6001,41,8001
6001,39,8001
10001,50,15000
6001,42,8001
2001,39,4001
6001,39,8001
4001,106,6001
4001,30,6001
6001,31,8000
6001,99,10001
2001,59,4001
4001,48,6001
8001,67,10001
6001,20,8001
6001,40,8001
6001,72,8001
6001,63,8001
2001,21,8001
6001,18,10000
2001,1,8001
6001,71,8001
8001,151,10001
2001,54,4001
6001,29,10001
4001,34,10001
6001,19,8001
2001,63,6001
6001,9,8001
6001,20,8001
4001,60,6001
4001,19,6001
8001,74,10001
4001,29,6001
2001,12,4001
6001,18,8001
4001,30,8001
8001,144,10001
4001,16,6001
6001,60,8001
2001,38,4001
8001,41,10001
4001,41,8001
8001,87,10001
6001,10,8001
6001,66,8001
4001,45,8001
4001,24,6001
2001,15,4001
8001,63,10001
2001,8,4001
8001,68,10001
8001,47,10001
4001,44,6001
2001,19,4001
4001,19,6001
4001,9,4500
4001,25,6001
8001,53,10001
4001,17,6001
2001,9,4001
4001,24,6001
8001,53,10001
4001,85,6001
4001,14,4500
8001,33,10000
6001,44,8001
8001,35,10001
2001,33,4001
6001,182,8001
4001,6,6001
8001,25,10000
6001,84,8000
4001,117,4500
4001,19,6001
8001,85,10001
8001,32,10001
8001,121,10001
4001,18,5000
6001,86,8001
2001,86,4001
2001,52,4001
6500,54,13000
2001,85,4001
2001,8,4001
4001,71,6000
4001,51,4500
2001,0,6000
2001,27,6001
4001,88,6000
2001,7,4001
8001,81,10001
4001,49,6001
2001,7,4001
8001,41,10001
8001,63,10001
2001,76,4500
4001,138,6001
8001,82,10000
2001,11,4001
4001,97,6001
8001,23,10001
2001,14,4001
2001,13,4001
4001,12,6001
4001,20,6001
8001,124,10001
2001,7,6001
6001,44,8001
4001,16,8000
6001,56,8001
4001,14,6000
2001,8,4001
4001,18,6001
4001,70,6000
4001,43,8001
8001,45,10000
6001,19,8000
2001,28,8001
8001,65,10001
6001,42,8001
8001,35,10000
4001,37,6001
6001,24,10001
6001,15,8001
4001,32,8001
6001,45,8001
6001,53,8000
10001,236,15000
4001,37,8001
8001,64,10001
4001,35,8001
8001,50,10001
4001,26,6001
2001,13,4001
10001,76,15000
6001,35,8001
4001,151,6001
2001,19,4001
2001,15,6001
4001,45,8001
4001,11,4500
2001,13,6001
2001,11,4001
2001,14,4001
2001,24,4001
2001,20,4500
2001,5,4500
2001,2,4001
2001,5,3000
2001,38,4500
2001,32,4001
8001,28,10001
4001,17,4500
4001,21,6001
2001,18,4001
4001,51,6001
4001,3,8000
4001,21,6001
4001,39,6001
8001,56,10001
4001,51,8001
8001,50,10001
6001,49,8001
8001,49,10001
10001,86,15000
6001,46,8001
6001,22,8001
4001,8,6001
6001,67,8000
2001,12,3000
4001,43,6001
4001,15,8001
8001,135,15000
6001,55,8001
4001,115,6001
8001,50,10001
4001,35,6001
4001,10,4500
2001,21,3000
8001,40,10000
4001,40,6001
2001,7,4001
6001,28,10001
4001,37,8001
2001,26,8001
4001,53,6001
6001,39,8001
8001,21,10000
6000,30,6500
6001,45,8001
8001,25,10001
4001,34,6001
2001,71,4001
4001,32,6000
8001,162,10001
6001,112,8001
8001,39,10001
4001,52,4500
2001,18,4001
8001,72,10001
2001,39,4001
2001,10,4001
4001,17,8000
4001,44,8001
4001,51,8001
4001,42,6001
4001,29,8001
8001,114,10001
10001,77,15000
2001,31,4001
4001,70,6001
4001,57,6001
10001,162,15000
4001,87,8001
4001,53,8001
4001,42,6001
6001,46,8001
4001,34,6000
4001,38,6001
8001,110,10001
4001,18,6001
4001,17,6001
6001,42,10001
2001,12,3000
4001,41,6001
8001,178,10001
8001,91,10001
4001,103,6000
2001,29,4001
2001,19,4500
4001,108,10001
4001,20,4500
6001,29,8001
4001,36,6001
2001,21,4001
4001,95,6001
4001,19,6000
8001,63,10001
6001,156,8001
4001,28,6001
6001,65,8001
10001,134,18911
2001,53,6001
4001,90,8001
4001,60,6001
2001,64,4001
6001,22,8000
2001,24,4001
2001,6,4001
4001,16,6001
2001,46,6001
8001,82,10001
8001,25,10000
6001,99,8001
2001,32,4500
2001,28,6001
4001,43,6000
4001,31,6001
2001,27,3000
6001,23,8001
2001,17,4500
6001,45,8000
10001,105,15000
2001,11,4001
6001,57,10001
2001,7,4001
4001,246,6000
2001,37,10000
8001,35,9000
4001,57,6001
4001,63,6001
4001,46,8001
8001,51,10001
4001,27,6001
8001,47,10001
2001,25,6001
10001,52,15000
2001,2,6001
4001,19,6001
2001,5,4001
2001,13,4001
2001,32,4500
6001,36,8000
4001,86,6001
10001,69,15000
8001,56,10001
8001,63,10001
4001,48,6000
10001,56,15000
6001,29,8001
4001,62,6001
6001,83,8001
4001,30,4500
4001,44,6001
4001,47,6000
4001,18,10000
6001,170,10001
6001,128,8001
2001,12,3000
2001,1,3000
4001,10,6000
2001,24,4001
6001,42,8001
2001,10,3000
10001,92,15000
2001,10,3000
4001,22,4500
4001,64,6000
4001,27,6001
10001,56,15000
4001,26,6000
4001,18,4500
4001,67,6001
4001,67,6001
4001,24,6000
8001,105,10001
6001,97,8001
6001,92,8001
6001,43,8001
2001,12,4500
6001,57,10000
4001,19,4500
4001,55,8001
2001,16,4001
4001,13,6001
6001,59,8000
2001,19,10000
4001,36,6000
4001,33,6001
6001,18,8000
4001,56,4500
6001,191,10000
4001,104,6000
4001,35,6000
4001,88,10000
8001,89,10001
10001,63,15000
8001,101,10001
8001,145,10001
4001,88,6001
4001,6,4500
2001,5,4001
6001,64,8001
4001,1,6001
6001,67,8001
2001,73,4001
4001,12,6000
2001,4,4001
8001,123,10001
8001,83,10001
6001,63,10001
10001,77,15000
4001,97,6001
2001,12,4001
6001,57,10001
4001,11,10001
4001,62,6001
6001,133,8001
4001,39,6001
2001,6,4001
4001,4,6001
6001,17,8001
4001,36,4500
2001,6,4001
10001,245,15000
6001,24,10001
4001,38,6001
10001,75,15000
4001,52,6001
6001,37,8001
8001,50,10001
4001,107,5000
10001,140,15000
2001,53,4001
6001,19,8000
2001,31,6000
4001,24,6000
4001,141,6001
4001,57,6001
8001,39,10001
8001,53,10000
4001,76,6000
2001,18,4500
4001,31,6001
2001,10,4001
4001,277,6001
4001,45,6001
2001,7,4001
2001,67,4001
4001,52,6000
2001,58,4000
4001,38,6001
4001,60,6001
4001,47,4500
2001,9,4001
4001,17,6001
6001,262,8001
2001,35,4001
4001,9,6001
8001,160,10001
4001,18,4500
2001,16,4001
8001,89,10001
2001,12,3000
4001,9,4500
8001,50,10001
6001,31,8001
4001,15,4500
2001,13,4001
4001,17,8001
2001,13,3000
6001,35,8000
2001,11,4001
4001,20,6001
2001,13,4001
2001,11,4001
4001,43,6001
6001,48,8000
6001,58,8001
2001,12,4001
4001,28,6001
4001,33,6000
6001,51,8001
6001,82,10001
4001,30,8001
2001,19,6000
6001,39,8001
4001,8,4500
6001,113,8001
2001,51,6001
6001,153,8001
2001,14,3000
2001,89,4001
2001,17,4001
6001,113,8001
4001,22,6000
4001,25,4500
2001,229,4001
4001,281,6001
4001,115,4500
8001,28,10000
4001,39,6001
2001,12,4001
2001,27,4001
4001,142,4500
2001,13,3000
6001,60,8001
6001,61,10001
2001,66,4001
8001,46,10001
4001,66,4500
2001,8,4001
4001,11,4500
8001,21,10001
4001,67,6001
2001,16,4500
4001,25,6001
4001,14,4500
8001,141,15000
4001,13,4500
2001,18,3000
2001,13,4001
4001,6,4500
2001,10,4001
10001,86,15000
6001,92,8001
6001,55,10001
6001,21,8001
8001,113,10001
6001,21,8001
6001,45,8001
4001,14,6001
4001,30,8001
2001,23,4500
4001,29,8000
6001,95,7000
4001,35,6001
4001,10,6001
4001,12,6001
4001,29,4500
2001,5,4001
4001,9,4500
6001,30,8001
6001,35,8001
4001,45,4500
4001,14,5000
4001,29,8001
6001,40,8001
6001,30,8001
4001,20,6000
10001,7,15000
2001,31,6000
6001,65,15000
4001,73,4500
4001,55,4500
10001,156,12500
2001,30,4001
8001,60,10001
2001,222,8001
2001,9,6000
2001,26,15000
2001,39,4001
6001,29,8001
2001,20,3000
8001,97,10001
2001,27,4001
4001,51,6000
4001,41,8000
4001,43,6000
4001,15,4500
4001,28,4500
4001,19,4500
4001,77,8000
10001,229,15000
4001,27,4500
4001,10,6000
2001,27,3000
8001,48,10001
4001,47,6000
6001,7,8001
4001,77,6001
4001,30,6001
4001,51,6001
6001,51,8001
6001,42,8001
4001,40,6001
2001,20,4001
2001,21,4001
2001,27,4001
4001,66,6001
2001,11,4001
6001,60,8001
4001,73,10001
6001,104,8001
8001,137,10001
4001,48,6001
4001,31,6001
2001,74,4001
4001,45,6001
4001,49,4500
2001,35,3000
4001,51,6000
10001,96,15000
8001,77,10001
2001,28,4001
6001,37,8001
2001,75,4001
8001,88,10001
4001,45,6001
2001,144,6000
10001,185,15000
8001,95,15000
4001,84,6000
4001,42,6000
4001,3,4500
2001,15,4001
4001,13,6000
4001,24,6001
10001,84,15000
6001,29,10001
8001,69,15000
2001,12,6001
6001,122,10001
2001,28,4001
2001,11,4500
4001,11,4500
6001,42,8001
8001,21,10001
4001,174,6001
6001,47,8001
2001,40,4500
4001,29,6001
10001,22,15000
4001,33,6001
2001,15,4500
6001,46,10000
6001,112,10001
4001,57,4500
6001,363,8001
6001,54,8000
2001,15,4500
10001,57,15000
6001,39,8001
8001,62,10001
2001,69,4001
4001,36,8001
2001,48,4001
6001,170,8001
2001,39,4001
2001,71,4001
4001,73,6001
2001,43,4001
4001,3,4500
2001,30,4001
2001,17,4001
2001,5,4500
4001,15,8001
2001,20,4001
4001,63,8001
4001,6,6001
6001,27,10000
4001,43,4500
6001,42,10001
6001,19,8001
4001,36,6000
6001,86,10001
8001,33,10001
4001,6,6001
4001,50,8001
6001,122,8001
4001,40,6001
2001,30,3000
4001,53,6001
2001,13,4001
6001,67,8001
6001,39,8000
4001,60,5000
4001,52,6001
2001,22,3000
4001,42,6001
4001,380,6001
8001,53,10001
2001,47,4500
2001,16,4001
6001,107,8001
4001,9,6001
4001,45,7000
6001,65,8000
4001,29,4500
6001,46,10000
4001,54,6000
10001,83,15000
4001,20,4500
6001,47,10000
4001,114,4500
4001,47,4500
4001,35,6000
4001,92,6001
4001,49,6001
4001,31,6001
6001,187,8001
4001,72,6001
4001,29,8001
2001,18,4500
4001,12,4500
2001,21,4500
2001,6,3000
10001,55,15000
8001,25,10001
2001,3,4001
6001,60,10001
10001,87,15000
6001,63,8001
4001,30,4500
6001,26,8001
2001,25,4000
6001,61,8001
2001,30,4500
6001,41,10000
4001,25,6001
4001,38,4500
10001,38,15000
4001,35,6001
2001,12,3000
2001,21,3000
4001,25,4500
6001,47,10000
4001,10,6000
4001,11,4500
4001,15,6000
8001,194,10001
2001,14,4001
2001,6,3000
2001,4,4001
2001,12,6000
4001,11,6001
2001,18,4001
6001,24,8001
6001,58,8001
2001,13,6001
2001,52,4001
2001,64,3000
2001,6,3000
6001,133,8001
4001,77,6001
6001,60,8001
4001,116,6001
2001,1,3000
8001,23,10001
8001,51,10001
2001,34,3000
8001,159,10000
6001,36,8001
4001,23,6001
4001,4,6001
2001,11,4001
10001,25,15000
8001,46,10001
6001,12,10001
4001,201,6000
2001,78,6000
4001,50,6001
2001,4,4500
10001,145,15000
2001,13,4001
4001,31,4500
4001,12,4500
2001,7,4001
4000,8,6000
2001,24,8000
2001,17,4001
6001,31,8001
2001,14,2500
2001,27,4500
2001,20,4500
4001,130,8001
8001,39,10001
2001,12,4001
2001,55,4001
2001,17,4500
4001,61,6001
8001,54,10001
4001,36,6001
4001,59,6001
4001,6,8000
10001,160,15000
4001,97,6001
6001,25,8001
6001,75,10000
4001,123,10001
8001,29,10000
6001,33,8001
10001,124,15000
4001,20,4500
10001,90,15000
6001,87,8001
4001,32,6001
4001,30,8000
4001,14,4500
4001,4,6000
6001,39,8000
4001,35,6000
4001,95,6001
6001,65,8001
4001,12,6000
2001,11,4500
6001,26,8000
4001,23,6001
4001,10,6001
4001,13,6000
2001,29,4001
2001,21,6001
4001,56,4500
4001,37,4500
4001,31,4500
6001,12,10000
6001,108,8001
8001,67,10001
4001,190,6001
6001,57,8001
6001,63,8001
4001,34,5000
4001,18,4500
2001,36,4001
2001,14,6000
2001,3,6000
2001,4,4001
6001,89,10000
4001,14,6001
4001,64,4500
4001,18,8000
6001,9,8001
4001,10,6001
4001,5,4500
4001,19,6001
4001,36,6001
6001,24,8001
4001,50,6001
2001,21,4001
4001,34,8001
8001,86,10001
4001,255,5500
2001,14,6001
6001,75,10000
6001,21,10001
4001,17,4500
4001,17,4500
2001,17,4001
2001,52,3000
4001,48,4500
4001,109,8000
6001,16,7000
2001,35,4500
6001,85,8001
8001,86,10001
2001,15,3000
4001,3,6001
2001,22,4500
2001,60,6001
4001,67,6001
8001,87,10001
4001,55,6001
4001,35,6001
8001,32,10001
8001,144,10001
2001,11,4001
6001,37,8001
4001,60,6000
2001,4,4500
4001,39,6001
2001,21,4500
4001,30,4500
6001,14,10001
6001,152,10001
2001,27,6001
4001,21,6001
4001,58,6000
6001,44,8001
8001,36,10001
8001,23,10001
2001,6,6000
8001,50,10001
4000,8,4500
4001,90,6000
6001,62,8000
4001,24,8000
6001,72,15000
4001,27,6000
6001,41,8001
2001,39,6001
4001,46,6001
8001,97,10001
4001,85,6001
4001,37,6001
4001,32,4500
2001,12,4001
2001,50,4001
6001,87,10001
2001,11,4001
6001,51,8001
6001,30,8000
10001,96,15000
8001,99,10001
4001,165,8001
6001,120,8001
4001,124,6001
2001,51,4001
2001,48,3000
4001,91,4500
6001,98,8001
2001,147,4001
6001,127,8001
4001,84,6001
4001,54,6001
4001,50,8001
4001,110,4500
6001,88,10000
4001,50,4500
2001,27,6000
6001,55,8001
4001,44,6000
8001,50,15000
2001,4,4500
2001,21,6000
6001,13,8000
4001,13,6000
2001,28,3000
8001,87,10000
6001,37,8000
4001,21,6001
4001,26,7000
8001,75,10001
10001,54,15000
2001,35,6000
2001,2,3000
4001,35,8001
8001,103,10001
2001,7,4001
2001,98,4001
2001,35,3000
2001,1,3000
2001,6,3000
6001,38,8001
2001,85,3000
2001,31,3000
4001,33,4500
8001,35,10001
2001,15,4001
6001,23,7000
2001,9,4001
4001,39,6001
2001,7,3000
2001,4,3000
4001,54,6000
4001,81,4500
8001,101,10001
4001,63,4500
6001,119,15000
2001,16,4500
2001,8,4001
4001,15,6000
6001,48,8000
4001,23,8001
2001,1,3000
4001,22,6001
4001,15,6000
2001,31,3000
8001,53,10001
8001,243,10001
2001,15,4500
4001,13,6000
4001,6,4500
2001,16,6000
6001,39,6800
2001,39,4001
4001,77,6001
2001,19,6000
2001,12,4500
4001,13,4500
2001,19,4001
2001,8,3000
6001,25,8001
6001,32,8000
2001,14,4001
6001,49,8001
6001,40,8001
8001,51,10001
8001,120,15000
6001,43,15000
4001,41,6001
4001,20,6001
6001,40,8001
8001,172,10000
4001,18,6000
10001,73,15000
8001,36,10000
4001,38,6000
4001,50,6001
6001,19,10001
2001,17,4001
2001,8,4001
6001,70,10000
8001,29,10001
2001,32,6001
6001,18,8001
4001,49,6000
4001,57,6000
6001,50,8000
2001,15,3000
4001,14,6000
4001,7,4500
2001,5,3000
2001,11,3000
4001,43,6000
2001,10,3000
6001,55,8000
6001,50,8000
2001,15,4500
4001,21,4500
2001,20,4500
2001,19,4001
4001,12,6001
4001,8,6001
6001,24,10000
2001,5,4001
4001,18,6001
8001,64,10001
6001,42,8001
2001,9,4001
4001,58,6001
2001,17,4001
8001,63,10001
6001,46,8001
4001,29,6001
10001,59,15000
8001,146,10001
4001,64,6001
8001,69,15000
2001,23,4001
8001,104,10001
6001,45,8001
6001,65,10001
10001,66,15000
4001,35,6000
2001,13,6001
10001,63,15000
6001,38,8001
6001,35,8001
4001,54,6001
6001,17,8001
8001,42,10001
8001,44,10001
10001,30,15000
4001,13,6001
6001,127,8000
6001,37,8000
6001,41,10000
2001,17,4001
2001,7,8000
10001,51,15000
4001,28,6000
4001,30,6001
6001,69,8000
2001,23,4500
2001,52,3000
8001,39,10001
6001,7,8001
2001,56,15000
2001,4,4500
4001,3,4500
2001,26,6000
2001,6,4001
2001,6,4001
2001,7,3000
4001,17,6000
4001,26,4500
6001,28,7000
2001,2,4001
6001,10,8001
4001,85,6000
8001,65,10000
6001,38,15000
2001,8,4001
4001,51,6001
4001,9,4500
4001,10,6000
2001,28,3000
4001,19,6001
2001,40,3000
4001,32,6000
8001,143,15000
4001,18,8001
2001,7,4001
4001,20,4500
4001,14,6000
4001,39,6001
4001,43,4500
4001,54,6001
2001,8,4500
6001,45,8000
4001,19,6001
4001,60,8001
2001,65,8000
4001,31,6001
6001,21,8000
6001,27,8000
4001,32,6000
6001,176,8001
2001,7,4001
8001,31,10001
4001,22,8000
6001,109,8000
2001,10,4001
4001,19,6001
2001,13,4001
6001,28,10001
8001,17,10001
4001,49,6001
10001,29,15000
2001,35,3000
4001,32,6001
4001,22,10000
8001,233,10000
2001,44,3000
2001,9,3000
4001,50,6000
8001,45,10000
4001,20,6000
2001,27,3000
8001,54,10001
6001,94,8001
2001,72,5000
6001,103,8001
2001,27,4001
6001,13,8001
6001,163,8000
6001,39,8001
4001,34,6000
4001,37,6001
6001,64,8000
6001,46,10001
6001,51,8001
6001,167,10001
8001,52,10001
8001,24,10001
2001,39,4001
4001,62,6000
6001,56,8001
4001,10,6000
4001,65,6000
2001,59,6000
2001,6,3000
4001,111,8001
2001,21,3000
2001,30,3000
2001,3,3000
4001,46,6000
4001,51,8000
2001,42,6000
2001,23,4500
4001,19,8000
4001,45,4500
4001,113,6001
6001,23,8001
2001,7,3000
2001,11,4001
6001,16,10001
2001,23,3000
6001,56,8001
2001,2,4001
6001,29,8001
8001,14,10001
4001,34,6001
4001,23,6001
6001,56,8001
4001,75,6001
4001,18,6001
2001,23,4001
2001,29,4001
6001,51,8000
6001,36,8001
4001,28,4500
4001,40,4500
2001,39,4500
10001,89,15000
8001,80,10001
2001,10,3000
2001,3,4001
6001,40,8001
2001,45,4500
2001,20,3000
2001,12,4001
2001,34,4001
2001,44,4500
6001,72,10001
6001,31,8001
2001,37,4001
4001,12,6001
2001,33,4001
4001,29,4500
4001,50,8001
2001,32,3000
2001,61,3000
6001,99,8001
4001,10,6001
2001,45,3000
2001,25,4001
4001,20,8001
2001,6,4001
2001,15,3000
4001,23,4500
2001,8,3000
2001,5,3000
2001,55,3000
2001,23,3000
4001,34,4500
2001,17,4500
2001,85,3000
6001,94,8001
4001,63,6001
6001,39,10000
2001,11,6000
4001,36,4500
8001,64,10001
4001,15,8001
4001,29,6000
4001,81,6001
2001,18,6001
2001,56,3000
6001,60,8001
2001,10,4001
2001,44,4001
2001,49,4001
4001,4,6001
4001,60,4500
2001,16,6001
4001,22,6001
2001,5,3000
2001,15,3000
2001,7,6000
2001,12,3000
2001,4,4001
6001,85,8001
6001,17,8001
4001,19,6001
6001,91,10000
4001,41,6000
4001,139,6000
4001,53,8001
4001,13,4500
10001,108,15000
4001,45,6000
2001,16,4001
4001,40,6001
4001,75,6001
4001,21,6001
4001,40,6001
8001,31,10001
4001,82,6001
2001,44,4001
4001,21,4500
4001,47,6001
